"customer_id","gender","age","marital_status","dependents","tenure_months","city","state","meal_kind","dietary","meal_type","cook_days_per_week","recipes_per_week","latest_discount_used_pct","uses_other_meal_kits","skips_last_3_months","delivery_issues_last_3mo","app_logins_per_month","recipe_rating","customer_service_rating","price_per_recipe","monthly_charges","total_charges","churn","IMP_income","M_income"
"HF_001030","M",26,"Single",3,13,"Atlanta","GA","Veggie","High Protein","Quick & Easy",6,6,0.38,"Yes",1,0,13,5,3,10.79,258.96,3366.48,0,102307,0
"HF_001031","M",26,"Single",1,9,"Orlando","FL","Meat & Veggie","Low Salt","Quick & Easy",4,4,0.1,"No",3,0,15,3,2,10.61,169.76,1527.84,0,134511,0
"HF_001032","F",54,"Married",2,24,"Brooklyn","NY","Pescatarian","Low Carb","Classic",2,2,0.8,"Yes",2,1,25,4,2,11.7,93.6,2246.4,0,170480,0
"HF_001033","M",48,"Married",0,9,"Houston","TX","Veggie","High Protein","Classic",3,3,0.5,"Yes",3,0,2,2,1,10.78,129.36,1164.24,0,84340,0
"HF_001034","F",63,"Married",1,14,"Seattle","WA","Meat & Veggie","Low Calories","Quick & Easy",7,6,0.03,"No",3,2,2,5,4,11.39,273.36,3827.04,0,168050,0
"HF_001035","M",76,"Single",2,58,"Dallas","TX","Meat & Veggie","Plant Based","Quick & Easy",5,4,0.1,"No",1,1,37,2,5,10.41,166.56,9660.48,0,161594,0
"HF_001036","F",53,"Single",0,29,"Austin","TX","Meat & Veggie","Low Sugar","Quick & Easy",4,2,0.09,"No",5,2,17,1,4,11.69,93.52,2712.08,0,229027,0
"HF_001037","F",66,"Married",1,31,"San Diego","CA","Veggie","Low Carb","Quick & Easy",5,5,0.4,"No",4,1,26,3,1,9.87,197.4,6119.4,0,192783,0
"HF_001038","F",23,"Single",2,7,"Houston","TX","Pescatarian","Low Sugar","Premium",1,1,0.03,"Yes",4,1,39,2,5,13.74,54.96,384.72,0,278096,0
"HF_001039","F",51,"Single",0,56,"New York","NY","Meat & Veggie","High Protein","Quick & Easy",2,4,0.26,"No",1,3,26,2,3,10.74,171.84,9623.04,0,277767,0
"HF_001040","M",55,"Single",1,43,"Austin","TX","Veggie","Plant Based","Quick & Easy",7,3,0.02,"Yes",1,2,25,5,2,9.17,110.04,4731.72,0,262032,0
"HF_001041","M",47,"Single",3,35,"Rochester","NY","Pescatarian","High Protein","Quick & Easy",5,6,0.34,"No",1,0,39,5,1,11.87,284.88,9970.8,0,96055,0
"HF_001042","F",51,"Married",1,35,"Oakland","CA","Pescatarian","Plant Based","Premium",4,6,0.76,"Yes",5,3,12,5,3,14.03,336.72,11785.2,0,182069.5,1
"HF_001043","M",64,"Single",2,16,"San Diego","CA","Veggie","Plant Based","Quick & Easy",2,2,0.56,"No",4,0,2,4,3,10.16,81.28,1300.48,0,212056,0
"HF_001044","F",46,"Single",2,45,"Seattle","WA","Pescatarian","Low Carb","Classic",4,3,0.23,"No",4,3,31,3,5,12.13,145.56,6550.2,0,58442,0
"HF_001045","F",41,"Single",1,13,"San Diego","CA","Pescatarian","Low Salt","Quick & Easy",7,2,0.77,"Yes",2,3,14,4,1,10.46,83.68,1087.84,0,122058,0
"HF_001046","M",39,"Married",1,24,"Brooklyn","NY","Meat & Veggie","Plant Based","Classic",6,5,0.18,"No",3,1,0,2,3,12.23,244.6,5870.4,1,186167,1
"HF_001047","M",75,"Single",0,45,"Denver","CO","Meat & Veggie","Low Carb","Premium",4,2,0.12,"No",1,0,23,5,3,13.83,110.64,4978.8,0,202250,0
"HF_001048","M",40,"Single",0,42,"Cambridge","MA","Pescatarian","High Protein","Quick & Easy",3,4,0.33,"No",0,3,41,2,3,11.43,182.88,7680.96,0,89142,0
"HF_001049","M",43,"Single",0,56,"Cambridge","MA","Pescatarian","High Protein","Classic",5,5,0.45,"Yes",3,3,42,2,1,11.86,237.2,13283.2,0,63058,0
"HF_001050","M",24,"Single",2,17,"Austin","TX","Meat & Veggie","Low Sugar","Premium",6,6,0.11,"No",3,0,39,4,4,11.69,280.56,4769.52,0,292955,0
"HF_001051","F",65,"Single",2,14,"San Francisco","CA","Veggie","Low Sugar","Premium",4,2,0.12,"No",4,1,12,3,5,11.67,93.36,1307.04,0,210512.5,1
"HF_001052","M",29,"Single",0,49,"Orlando","FL","Pescatarian","Plant Based","Quick & Easy",7,2,0.33,"Yes",2,0,27,2,4,10.02,80.16,3927.84,0,199598,0
"HF_001053","M",68,"Married",0,12,"Austin","TX","Veggie","Plant Based","Classic",5,1,0.99,"No",4,2,17,1,5,11.8,47.2,566.4,0,197492,0
"HF_001054","F",22,"Married",0,13,"Buffalo","NY","Meat & Veggie","Low Carb","Quick & Easy",2,4,0.63,"No",5,2,12,1,5,10.75,172,2236,1,248416,0
"HF_001055","M",33,"Married",3,28,"Miami","FL","Veggie","High Protein","Quick & Easy",5,5,0.32,"Yes",5,1,32,3,2,10.09,201.8,5650.4,0,77870,0
"HF_001056","M",48,"Single",1,12,"Miami","FL","Veggie","Plant Based","Premium",3,3,0.1,"Yes",3,2,12,2,2,12.71,152.52,1830.24,1,174049,1
"HF_001057","F",46,"Married",1,27,"Brooklyn","NY","Pescatarian","Plant Based","Classic",4,2,0.15,"Yes",5,0,6,3,3,11.92,95.36,2574.72,0,186167,1
"HF_001058","F",26,"Single",1,38,"Brooklyn","NY","Veggie","Low Sugar","Premium",6,1,0.01,"No",4,1,21,3,2,10.35,41.4,1573.2,0,185810,0
"HF_001059","F",58,"Single",1,30,"Los Angeles","CA","Meat & Veggie","Low Salt","Premium",7,4,0.1,"Yes",4,0,20,5,5,13.29,212.64,6379.2,0,149235,0
"HF_001060","F",59,"Single",0,59,"Rochester","NY","Pescatarian","High Protein","Quick & Easy",7,5,0.05,"Yes",3,0,14,4,3,11.24,224.8,13263.2,0,165244,0
"HF_001061","M",76,"Single",0,7,"Orlando","FL","Meat & Veggie","High Protein","Quick & Easy",5,6,0.13,"No",3,3,21,5,4,11.04,264.96,1854.72,0,103730,0
"HF_001062","M",47,"Single",0,7,"Buffalo","NY","Veggie","Plant Based","Classic",7,4,0.09,"Yes",5,0,1,2,4,9.65,154.4,1080.8,0,62512,0
"HF_001063","M",55,"Single",0,34,"San Diego","CA","Veggie","High Protein","Classic",6,4,0.86,"No",5,3,11,3,3,11.12,177.92,6049.28,0,95055,0
"HF_001064","M",73,"Single",1,37,"Boston","MA","Pescatarian","Low Sugar","Premium",7,5,0.43,"Yes",5,1,2,1,1,12.03,240.6,8902.2,0,165945.5,1
"HF_001065","F",29,"Single",1,2,"Brooklyn","NY","Meat & Veggie","Low Calories","Classic",1,3,0.91,"No",2,3,23,4,4,11.07,132.84,265.68,0,147989,0
"HF_001066","M",23,"Single",0,41,"Dallas","TX","Pescatarian","High Protein","Quick & Easy",1,6,0.8,"No",0,0,37,1,2,10.63,255.12,10459.92,1,92091,0
"HF_001067","M",50,"Single",2,4,"San Diego","CA","Veggie","High Protein","Premium",3,4,0.2,"Yes",1,3,16,3,3,12.96,207.36,829.44,0,252021,0
"HF_001068","M",27,"Married",0,18,"Denver","CO","Meat & Veggie","High Protein","Classic",6,2,0.08,"Yes",5,1,24,3,4,11.93,95.44,1717.92,1,180942,0
"HF_001069","F",29,"Married",2,7,"Miami","FL","Veggie","Plant Based","Quick & Easy",6,5,0.02,"Yes",5,2,1,2,3,9.54,190.8,1335.6,1,155395,0
"HF_001070","F",30,"Single",1,57,"San Francisco","CA","Pescatarian","Low Sugar","Quick & Easy",5,4,0.64,"No",4,0,34,5,3,11.23,179.68,10241.76,0,128109,0
"HF_001071","M",57,"Single",1,36,"Miami","FL","Veggie","Plant Based","Classic",2,6,0.48,"No",2,0,15,1,3,11.95,286.8,10324.8,0,289469,0
"HF_001072","F",46,"Single",0,39,"Denver","CO","Pescatarian","Plant Based","Classic",6,5,0.44,"No",0,3,35,5,2,11.58,231.6,9032.4,0,192066,0
"HF_001073","F",72,"Single",0,59,"Chicago","IL","Pescatarian","Low Carb","Quick & Easy",1,2,0.33,"No",0,2,39,4,1,10.73,85.84,5064.56,0,215111,0
"HF_001074","F",62,"Married",0,18,"Cambridge","MA","Veggie","Low Sugar","Quick & Easy",4,4,0.78,"Yes",3,3,20,4,5,10.55,168.8,3038.4,0,165191.5,1
"HF_001075","M",31,"Married",0,19,"Brooklyn","NY","Meat & Veggie","High Protein","Quick & Easy",3,6,0.95,"No",1,1,26,4,3,11.32,271.68,5161.92,0,284349,0
"HF_001076","M",74,"Single",1,7,"Austin","TX","Pescatarian","High Protein","Classic",7,3,0.24,"Yes",4,3,4,3,3,10.13,121.56,850.92,0,163119,1
"HF_001077","F",36,"Single",1,38,"Atlanta","GA","Veggie","Low Calories","Quick & Easy",4,3,0.65,"Yes",5,1,31,1,5,8.39,100.68,3825.84,0,254481,0
"HF_001078","F",54,"Single",1,30,"Los Angeles","CA","Meat & Veggie","Plant Based","Premium",4,5,0.81,"No",2,0,44,0,3,13.97,279.4,8382,0,257930,0
"HF_001079","F",73,"Single",0,47,"Charlotte","NC","Meat & Veggie","Plant Based","Quick & Easy",7,6,0.29,"No",3,2,25,5,3,9.67,232.08,10907.76,0,273618,0
"HF_001080","M",33,"Single",3,45,"Denver","CO","Meat & Veggie","Low Sugar","Classic",6,3,0.11,"Yes",4,1,8,3,3,10.37,124.44,5599.8,0,81599,0
"HF_001081","M",28,"Single",0,32,"Cambridge","MA","Pescatarian","High Protein","Quick & Easy",3,4,0.3,"Yes",1,3,14,1,3,11.55,184.8,5913.6,0,198902,0
"HF_001082","M",67,"Married",0,12,"Atlanta","GA","Veggie","Low Sugar","Premium",7,5,0.69,"Yes",5,3,5,0,3,12.74,254.8,3057.6,0,165059,0
"HF_001083","M",58,"Single",0,22,"Cambridge","MA","Pescatarian","Low Calories","Quick & Easy",4,5,0.97,"Yes",5,0,34,1,2,9.57,191.4,4210.8,0,70473,0
"HF_001084","F",21,"Single",1,22,"Denver","CO","Pescatarian","Plant Based","Premium",2,2,0.85,"No",0,3,1,1,2,14.37,114.96,2529.12,0,103444,0
"HF_001085","F",18,"Single",1,55,"Houston","TX","Pescatarian","Low Calories","Premium",6,3,0.47,"No",3,3,44,5,4,14.37,172.44,9484.2,0,131446,0
"HF_001086","M",68,"Single",2,4,"Orlando","FL","Pescatarian","High Protein","Quick & Easy",1,4,0.27,"Yes",2,3,44,3,4,9.9,158.4,633.6,0,127085,0
"HF_001087","M",31,"Single",1,56,"San Francisco","CA","Meat & Veggie","Low Calories","Classic",5,4,0.36,"No",5,0,0,4,1,11.42,182.72,10232.32,0,288603,0
"HF_001088","F",63,"Married",1,25,"Brooklyn","NY","Meat & Veggie","Low Sugar","Classic",1,3,0.37,"No",0,1,40,3,4,12.5,150,3750,0,182422,0
"HF_001089","F",38,"Single",2,49,"San Diego","CA","Meat & Veggie","Plant Based","Quick & Easy",1,5,0.12,"No",4,3,28,4,3,11.06,221.2,10838.8,0,254481,0
"HF_001090","F",24,"Single",0,9,"Evanston","IL","Pescatarian","Low Carb","Premium",6,6,0.2,"Yes",2,0,25,4,2,13.35,320.4,2883.6,0,191051.5,1
"HF_001091","F",45,"Married",1,8,"Brooklyn","NY","Pescatarian","Plant Based","Premium",1,6,0.79,"Yes",4,1,23,4,3,12.31,295.44,2363.52,1,141993,0
"HF_001092","M",55,"Single",1,20,"Evanston","IL","Veggie","Plant Based","Premium",7,3,0.56,"No",5,2,13,5,2,11.99,143.88,2877.6,0,51141,0
"HF_001093","F",66,"Single",1,21,"Brooklyn","NY","Pescatarian","Low Calories","Classic",7,5,0.84,"Yes",4,0,36,5,3,11.4,228,4788,0,86565,0
"HF_001094","M",31,"Married",1,29,"Rochester","NY","Meat & Veggie","High Protein","Classic",4,6,0.85,"No",4,1,25,5,2,10.62,254.88,7391.52,0,132792,0
"HF_001095","F",49,"Married",2,17,"Los Angeles","CA","Veggie","High Protein","Premium",6,6,0.67,"No",0,1,22,0,2,13.02,312.48,5312.16,0,217627,0
"HF_001096","F",25,"Married",1,21,"Buffalo","NY","Pescatarian","High Protein","Quick & Easy",6,5,0.93,"Yes",5,2,32,2,3,10.1,202,4242,0,147451,0
"HF_001097","F",53,"Married",0,26,"San Francisco","CA","Pescatarian","Low Calories","Classic",4,3,0.09,"Yes",3,3,3,5,3,11.05,132.6,3447.6,0,120462,0
"HF_001098","F",67,"Single",0,17,"Rochester","NY","Veggie","Plant Based","Quick & Easy",4,3,0.89,"No",3,0,35,5,3,8.98,107.76,1831.92,0,183032,0
"HF_001099","F",56,"Single",1,6,"Atlanta","GA","Meat & Veggie","Low Carb","Premium",7,4,0.94,"No",4,0,11,2,3,13.36,213.76,1282.56,1,204709,0
"HF_001100","F",39,"Single",0,1,"Brooklyn","NY","Meat & Veggie","Low Carb","Classic",4,2,0.21,"No",1,1,3,4,3,10.25,82,82,0,116374,0
"HF_001101","M",69,"Married",2,1,"Seattle","WA","Meat & Veggie","Low Sugar","Quick & Easy",6,4,0.97,"No",5,3,7,5,1,9.14,146.24,146.24,1,231267,0
"HF_001102","F",58,"Married",2,52,"Portland","OR","Veggie","Low Calories","Classic",6,4,0.48,"No",4,2,27,4,4,9.51,152.16,7912.32,0,166870.5,1
"HF_001103","F",59,"Single",1,8,"Seattle","WA","Pescatarian","Low Carb","Premium",1,4,0.17,"No",3,0,3,3,2,13.83,221.28,1770.24,0,142928,0
"HF_001104","F",56,"Married",1,43,"Chicago","IL","Pescatarian","Plant Based","Premium",2,6,0.07,"No",1,1,26,4,3,14.1,338.4,14551.2,1,163410,0
"HF_001105","F",40,"Single",0,33,"Seattle","WA","Meat & Veggie","Plant Based","Quick & Easy",1,6,0.39,"No",2,0,26,5,2,10.44,250.56,8268.48,0,250737,0
"HF_001106","F",39,"Single",3,23,"Brooklyn","NY","Pescatarian","Plant Based","Quick & Easy",2,3,0.1,"No",1,3,39,4,0,11.17,134.04,3082.92,0,254751,0
"HF_001107","M",72,"Single",0,53,"Denver","CO","Pescatarian","Low Calories","Classic",7,3,0.65,"No",0,0,2,0,4,10.09,121.08,6417.24,0,129367,0
"HF_001108","F",35,"Single",1,11,"Austin","TX","Veggie","Low Sugar","Classic",3,6,0.97,"No",4,2,38,4,2,11.45,274.8,3022.8,0,255569,0
"HF_001109","F",32,"Married",1,44,"San Diego","CA","Pescatarian","Low Carb","Classic",3,3,0.42,"Yes",3,2,10,4,3,10.35,124.2,5464.8,0,110712,0
"HF_001110","F",45,"Single",1,30,"Miami","FL","Veggie","High Protein","Quick & Easy",5,6,0.6,"Yes",2,3,2,4,1,10.5,252,7560,0,194335,0
"HF_001111","M",71,"Single",0,21,"Orlando","FL","Veggie","Plant Based","Quick & Easy",7,2,0.76,"Yes",2,3,1,3,4,9,72,1512,0,195489,0
"HF_001112","F",33,"Single",2,3,"Austin","TX","Meat & Veggie","High Protein","Quick & Easy",1,3,0.74,"Yes",0,3,29,4,1,9.22,110.64,331.92,1,134007,0
"HF_001113","F",66,"Married",0,34,"Houston","TX","Veggie","Plant Based","Quick & Easy",3,2,0.64,"No",2,0,32,4,1,8.7,69.6,2366.4,0,168370,0
"HF_001114","F",31,"Single",0,23,"Cambridge","MA","Meat & Veggie","Low Calories","Premium",4,5,0.04,"Yes",0,0,31,2,1,12.76,255.2,5869.6,0,141638,0
"HF_001115","F",22,"Married",1,53,"Boston","MA","Veggie","High Protein","Classic",7,6,0.04,"No",3,2,21,3,4,9.84,236.16,12516.48,0,106522,0
"HF_001116","M",42,"Single",0,20,"San Diego","CA","Veggie","Low Carb","Classic",4,5,0.05,"No",4,3,31,1,3,10.36,207.2,4144,0,82847,0
"HF_001117","M",65,"Married",0,42,"Houston","TX","Meat & Veggie","Low Calories","Quick & Easy",2,2,0.96,"Yes",3,2,6,2,3,9.37,74.96,3148.32,0,186704,0
"HF_001118","M",32,"Married",1,23,"Los Angeles","CA","Pescatarian","High Protein","Quick & Easy",5,5,0.07,"Yes",5,3,44,3,2,9.15,183,4209,0,66651,0
"HF_001119","M",46,"Single",1,39,"Miami","FL","Pescatarian","Low Carb","Classic",5,3,0.66,"No",5,1,37,4,5,10.57,126.84,4946.76,0,277165,0
"HF_001120","F",44,"Single",1,4,"Chicago","IL","Veggie","Plant Based","Quick & Easy",3,3,0.78,"Yes",5,1,33,4,3,9.36,112.32,449.28,0,221514,0
"HF_001121","F",18,"Single",2,41,"Oakland","CA","Pescatarian","Plant Based","Premium",3,3,0.25,"Yes",5,3,12,2,3,12.73,152.76,6263.16,0,254481,0
"HF_001122","M",26,"Single",3,56,"Orlando","FL","Veggie","High Protein","Quick & Easy",5,5,0.45,"Yes",1,1,32,4,1,8.35,167,9352,0,76169,0
"HF_001123","F",58,"Married",1,25,"Brooklyn","NY","Veggie","High Protein","Premium",3,4,0.64,"No",1,0,23,5,4,13.56,216.96,5424,0,147468,0
"HF_001124","M",73,"Single",3,16,"San Diego","CA","Pescatarian","High Protein","Premium",5,5,0.27,"Yes",4,2,40,4,5,13.09,261.8,4188.8,0,122622,0
"HF_001125","F",73,"Single",0,1,"Orlando","FL","Pescatarian","Low Calories","Premium",7,6,0.44,"Yes",4,3,6,4,3,13.17,316.08,316.08,0,216642,0
"HF_001126","F",68,"Single",2,14,"Brooklyn","NY","Veggie","Low Sugar","Premium",3,5,0.01,"No",5,1,25,5,0,12.83,256.6,3592.4,0,131316,0
"HF_001127","F",30,"Single",0,42,"Austin","TX","Veggie","Plant Based","Premium",4,3,0.02,"No",5,0,40,3,3,10.92,131.04,5503.68,0,163119,1
"HF_001128","F",53,"Single",2,25,"Denver","CO","Veggie","Plant Based","Quick & Easy",3,4,0.32,"Yes",2,0,26,5,5,8.97,143.52,3588,0,58954,0
"HF_001129","F",60,"Single",2,2,"Portland","OR","Veggie","Low Carb","Quick & Easy",3,5,0.37,"No",0,1,28,4,2,9.82,196.4,392.8,1,291818,0
"HF_001130","F",32,"Single",2,58,"Rochester","NY","Pescatarian","High Protein","Premium",1,2,0.08,"Yes",5,3,36,5,4,13.51,108.08,6268.64,0,102345,0
"HF_001131","F",34,"Single",1,1,"Boston","MA","Pescatarian","High Protein","Premium",1,4,0.57,"Yes",4,2,12,1,4,12.22,195.52,195.52,1,98812,0
"HF_001132","F",18,"Single",2,13,"Houston","TX","Veggie","High Protein","Classic",3,4,0.65,"Yes",1,0,40,3,1,9.86,157.76,2050.88,0,257767,0
"HF_001133","F",69,"Single",2,33,"Dallas","TX","Pescatarian","Low Carb","Classic",5,2,0.67,"No",0,3,37,5,1,11,88,2904,0,276950,0
"HF_001134","M",22,"Married",0,33,"Seattle","WA","Meat & Veggie","Low Salt","Quick & Easy",7,6,0.38,"No",3,0,17,3,5,8.24,197.76,6526.08,1,57607,0
"HF_001135","M",69,"Single",0,5,"Brooklyn","NY","Pescatarian","Plant Based","Classic",5,4,0.41,"No",0,1,22,2,3,11.49,183.84,919.2,1,104421,0
"HF_001136","M",52,"Married",2,41,"Buffalo","NY","Pescatarian","Plant Based","Premium",1,2,0.58,"No",0,2,14,3,1,12.79,102.32,4195.12,0,277522,0
"HF_001137","F",63,"Single",0,58,"San Diego","CA","Veggie","Low Carb","Quick & Easy",4,5,0.84,"Yes",0,1,39,5,2,8.29,165.8,9616.4,0,213936,0
"HF_001138","F",77,"Married",1,42,"Rochester","NY","Meat & Veggie","High Protein","Quick & Easy",2,6,0.03,"No",5,2,3,2,4,11.03,264.72,11118.24,0,245483,0
"HF_001139","F",45,"Single",0,40,"Oakland","CA","Pescatarian","Low Carb","Premium",5,2,0.5,"No",2,0,14,4,3,13.35,106.8,4272,0,281044,0
"HF_001140","M",68,"Married",1,37,"Miami","FL","Pescatarian","Plant Based","Premium",7,3,0.67,"No",1,1,31,4,1,12.74,152.88,5656.56,0,110786,0
"HF_001141","F",46,"Single",0,18,"Brooklyn","NY","Veggie","Plant Based","Quick & Easy",5,6,0.42,"No",2,2,3,2,2,10.75,258,4644,1,186167,1
"HF_001142","M",21,"Married",1,7,"Charlotte","NC","Pescatarian","High Protein","Premium",2,5,0.49,"Yes",0,3,7,4,3,14.07,281.4,1969.8,0,239093,0
"HF_001143","F",56,"Married",0,13,"Portland","OR","Veggie","Plant Based","Quick & Easy",5,5,0.52,"No",1,1,36,4,4,9.45,189,2457,0,116014,0
"HF_001144","M",60,"Single",1,25,"Houston","TX","Meat & Veggie","Low Salt","Quick & Easy",7,4,0.02,"No",5,2,22,3,4,9.88,158.08,3952,0,164266,0
"HF_001145","F",54,"Single",1,7,"Denver","CO","Pescatarian","Low Calories","Quick & Easy",7,5,0.65,"No",1,0,27,3,1,9.95,199,1393,0,267788,0
"HF_001146","F",58,"Married",1,40,"Brooklyn","NY","Meat & Veggie","Low Sugar","Quick & Easy",2,2,0.28,"Yes",5,1,6,5,4,10.06,80.48,3219.2,0,266380,0
"HF_001147","M",45,"Single",0,58,"Houston","TX","Veggie","Low Carb","Quick & Easy",7,2,0.3,"No",2,0,4,1,3,9.55,76.4,4431.2,0,283023,0
"HF_001148","F",72,"Single",0,2,"Charlotte","NC","Veggie","Plant Based","Quick & Easy",7,4,0.67,"Yes",4,3,16,3,3,10.92,174.72,349.44,1,67159,0
"HF_001149","M",34,"Single",1,31,"Charlotte","NC","Pescatarian","High Protein","Premium",1,6,0.4,"No",2,3,7,4,2,12.3,295.2,9151.2,0,124287,0
"HF_001150","M",38,"Single",1,20,"Houston","TX","Pescatarian","Plant Based","Quick & Easy",2,4,0.26,"No",1,2,33,3,4,10.61,169.76,3395.2,0,266626,0
"HF_001151","F",46,"Married",2,2,"Los Angeles","CA","Veggie","Low Carb","Classic",7,2,0.18,"No",3,3,26,2,4,11.06,88.48,176.96,0,151381,0
"HF_001152","F",37,"Married",1,22,"Evanston","IL","Pescatarian","High Protein","Classic",1,4,0.17,"Yes",3,1,26,2,3,11.56,184.96,4069.12,0,281146,0
"HF_001153","F",68,"Married",1,51,"Houston","TX","Veggie","High Protein","Premium",1,3,0.34,"No",0,2,20,1,4,13.42,161.04,8213.04,0,257274,0
"HF_001154","F",66,"Single",2,39,"Evanston","IL","Pescatarian","Plant Based","Quick & Easy",4,4,0.06,"No",1,3,6,3,4,9.28,148.48,5790.72,0,51390,0
"HF_001155","F",61,"Married",1,23,"Denver","CO","Meat & Veggie","Plant Based","Premium",5,7,0.95,"Yes",3,1,23,4,4,14.41,403.48,9280.04,0,173762,0
"HF_001156","F",33,"Married",3,24,"San Diego","CA","Meat & Veggie","Plant Based","Premium",2,4,0.26,"Yes",1,1,5,5,2,13.94,223.04,5352.96,0,85458,0
"HF_001157","F",60,"Single",1,32,"Seattle","WA","Meat & Veggie","High Protein","Quick & Easy",4,4,0.31,"No",4,0,2,3,2,9.86,157.76,5048.32,0,173105.5,1
"HF_001158","M",29,"Single",2,14,"Evanston","IL","Meat & Veggie","Low Salt","Classic",6,5,0.7,"No",5,1,43,4,1,11.28,225.6,3158.4,1,110662,0
"HF_001159","F",40,"Married",0,2,"Orlando","FL","Meat & Veggie","High Protein","Premium",6,6,0.95,"No",0,0,1,4,5,13.69,328.56,657.12,0,232397,0
"HF_001160","F",29,"Married",3,20,"Los Angeles","CA","Meat & Veggie","High Protein","Quick & Easy",5,4,0.81,"No",2,3,2,4,1,10.94,175.04,3500.8,0,83016,0
"HF_001161","F",51,"Married",1,36,"New York","NY","Meat & Veggie","Plant Based","Premium",5,2,0.14,"No",1,1,22,3,3,10.92,87.36,3144.96,0,256471,0
"HF_001162","M",23,"Married",2,1,"Atlanta","GA","Veggie","Low Salt","Premium",5,6,0.73,"No",5,3,41,5,4,12.93,310.32,310.32,0,180624,1
"HF_001163","F",30,"Single",0,42,"Portland","OR","Veggie","High Protein","Quick & Easy",1,3,0.09,"No",4,3,27,3,1,9.69,116.28,4883.76,1,109273,0
"HF_001164","F",45,"Married",1,24,"Portland","OR","Veggie","High Protein","Premium",7,2,0.04,"No",4,1,44,5,2,12.59,100.72,2417.28,0,246049,0
"HF_001165","M",36,"Single",0,37,"Oakland","CA","Veggie","Plant Based","Quick & Easy",3,3,0.02,"No",1,1,29,3,2,10.11,121.32,4488.84,0,182069.5,1
"HF_001166","F",67,"Married",1,11,"Rochester","NY","Veggie","Low Sugar","Premium",6,5,0.37,"No",3,2,3,3,4,12.96,259.2,2851.2,1,125391,0
"HF_001167","M",77,"Single",1,43,"Miami","FL","Pescatarian","Low Carb","Quick & Easy",3,6,0.03,"No",3,3,14,3,3,9.18,220.32,9473.76,0,180014,0
"HF_001168","F",18,"Married",0,1,"Los Angeles","CA","Meat & Veggie","Low Sugar","Classic",2,4,0.69,"No",3,1,38,4,2,9.94,159.04,159.04,1,126133,0
"HF_001169","M",19,"Single",0,39,"Denver","CO","Veggie","Plant Based","Classic",1,7,0.27,"No",4,2,28,3,2,10.54,295.12,11509.68,0,63276,0
"HF_001170","M",20,"Single",1,34,"Chicago","IL","Meat & Veggie","Low Carb","Classic",7,3,0.54,"No",3,0,22,4,4,11.64,139.68,4749.12,0,98706,0
"HF_001171","F",59,"Married",1,31,"Los Angeles","CA","Veggie","Plant Based","Quick & Easy",5,5,0.02,"Yes",2,2,0,4,4,9.59,191.8,5945.8,0,180351,1
"HF_001172","M",65,"Single",1,39,"Orlando","FL","Veggie","Low Salt","Quick & Easy",4,2,0.56,"No",5,2,23,4,5,9.63,77.04,3004.56,0,138987,0
"HF_001173","M",66,"Single",2,33,"Seattle","WA","Pescatarian","High Protein","Quick & Easy",4,6,0.12,"No",3,0,39,2,1,8.71,209.04,6898.32,0,173105.5,1
"HF_001174","F",47,"Married",1,46,"Brooklyn","NY","Meat & Veggie","Low Carb","Premium",1,6,0.67,"No",4,3,38,4,4,14.37,344.88,15864.48,0,285283,0
"HF_001175","M",60,"Single",1,25,"Portland","OR","Meat & Veggie","Plant Based","Premium",1,4,0.09,"No",1,2,5,4,5,13.19,211.04,5276,0,103140,0
"HF_001176","M",55,"Married",1,58,"Dallas","TX","Pescatarian","High Protein","Classic",1,3,0.47,"No",2,0,33,0,2,11.3,135.6,7864.8,0,187235,1
"HF_001177","M",28,"Married",2,43,"Rochester","NY","Pescatarian","Plant Based","Premium",4,2,0.39,"Yes",5,2,3,3,4,12.93,103.44,4447.92,0,287462,0
"HF_001178","F",39,"Single",0,13,"San Diego","CA","Pescatarian","Low Carb","Quick & Easy",7,4,0.53,"Yes",0,3,11,4,2,9.51,152.16,1978.08,0,65372,0
"HF_001179","M",58,"Single",1,15,"Cambridge","MA","Meat & Veggie","Low Calories","Premium",5,4,0.96,"No",1,3,19,4,3,11.94,191.04,2865.6,1,137985,0
"HF_001180","M",44,"Single",3,51,"San Francisco","CA","Meat & Veggie","High Protein","Classic",6,4,0.8,"No",0,0,22,4,5,12.05,192.8,9832.8,0,232617,0
"HF_001181","F",38,"Single",0,9,"Miami","FL","Meat & Veggie","Low Carb","Classic",7,5,0.54,"No",0,3,9,1,3,12.4,248,2232,0,279131,0
"HF_001182","F",70,"Single",1,7,"San Francisco","CA","Veggie","Low Carb","Premium",6,4,0.9,"Yes",4,0,8,5,1,12.66,202.56,1417.92,1,274368,0
"HF_001183","F",38,"Single",1,29,"Atlanta","GA","Pescatarian","Plant Based","Classic",2,5,0.98,"Yes",5,3,38,2,3,12.91,258.2,7487.8,1,180624,1
"HF_001184","F",55,"Married",2,25,"Buffalo","NY","Meat & Veggie","Plant Based","Classic",4,2,0.04,"No",4,1,34,3,3,11.95,95.6,2390,0,166389.5,1
"HF_001185","F",21,"Single",1,6,"Charlotte","NC","Meat & Veggie","Plant Based","Quick & Easy",1,3,0.31,"Yes",0,0,39,1,2,10.46,125.52,753.12,0,91241,0
"HF_001186","F",44,"Single",1,11,"Cambridge","MA","Meat & Veggie","Plant Based","Premium",6,3,0.86,"No",5,0,23,4,1,13.4,160.8,1768.8,1,165191.5,1
